,Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality
742,742,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,900 sqft,"11,000",VidyutNagar
743,743,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"8,000",Aminpur
744,744,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1182 sqft,"25,000",Chikkadpally
745,745,2BHKBuilderFloor,2,Unfurnished,Family,875 sqft,"9,500",Meerpet
746,746,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"25,000","BanjaraHills,NH"
747,747,2BHKApartment,2,Unfurnished,Bachelors/Family,1300 sqft,"10,000",Attapur
748,748,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,"13,000","Tellapur,OuterRingRoad"
749,749,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,"27,000","Gachibowli,OuterRingRoad"
750,750,3BHKBuilderFloor,2,Semi-Furnished,Family,1500 sqft,"15,000","Vanasthalipuram,NH"
751,751,2BHKApartment,2,Semi-Furnished,Bachelors/Family,750 sqft,"10,000",BandlagudaJagir
752,752,2BHKApartment,1,Semi-Furnished,Bachelors/Family,750 sqft,"10,000","HyderShahKote,ChevellaRoad"
753,753,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1685 sqft,"38,000","Gachibowli,OuterRingRoad"
754,754,2BHKApartment,1,Furnished,Bachelors/Family,1000 sqft,"20,500","JalvayuTower,GandhiNagar,Kavadiguda,NH"
755,755,2BHKApartment,2,Unfurnished,Bachelors/Family,1200 sqft,"14,000","Chandanagar,NH"
756,756,2BHKBuilderFloor,1,Furnished,Bachelors/Family,1477 sqft,"22,000","RedHills,Lakdikapul,NH"
757,757,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"16,000",Nizampet
758,758,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1740 sqft,"38,000","FinancialDistrict,NanakramGuda"
759,759,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"20,000",BrindavanColony-ToliChowki
760,760,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1275 sqft,"30,000","RaghavendraColony,NH"
761,761,2BHKBuilderFloor,2,Furnished,Bachelors/Family,950 sqft,"23,000","HimayathNagar,NH"
762,762,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1150 sqft,"13,000",Nizampet
763,763,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"25,000",Kondapur
764,764,2BHKApartment,1,Furnished,Bachelors/Family,1000 sqft,"15,000",NewNallakunta
765,765,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"20,000",BrindavanColony-ToliChowki
766,766,2BHKApartment,2,Unfurnished,Bachelors/Family,1200 sqft,"14,000",NewNallakunta
767,767,3BHKApartment,2,Semi-Furnished,Bachelors,1600 sqft,"26,000","SanjeevaReddyNagar,NH"
768,768,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"17,000","ArvindNagarColony,ToliChowki"
769,769,2BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"15,000",Singapore
770,770,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1395 sqft,"15,000",Attapur
771,771,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1258 sqft,"18,000","Kukatpally,NH"
772,772,1BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"14,000",Kondapur
773,773,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"13,000",ToliChowki
774,774,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"15,000",Mehdipatnam
775,775,2BHKPenthouse,2,Semi-Furnished,Bachelors/Family,200 sqft,"8,500",OUColony
776,776,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"25,000","Manikonda,OuterRingRoad"
777,777,2BHKApartment,2,Furnished,Family,1250 sqft,"16,500",Mitapur
778,778,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"15,500",NizampetRoad
779,779,2BHKApartment,3,Unfurnished,Bachelors,1000 sqft,"9,000","Safilguda,Secunderabad"
780,780,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1750 sqft,"19,500","HyderNagar,NH"
781,781,2BHKApartment,2,Furnished,Family,1050 sqft,"16,500",TulasinagarH.M.Thillsjntukphb
782,782,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1500 sqft,"15,000",KanchanBagh
783,783,3BHKApartment,3,Semi-Furnished,Bachelors,1600 sqft,"27,000","Kukatpally,NH"
784,784,3BHKApartment,2,Furnished,Bachelors/Family,1800 sqft,"44,000",Himayatnagar
785,785,2BHKApartment,2,Semi-Furnished,Family,1205 sqft,"22,000","Narsingi,OuterRingRoad"
786,786,3BHKApartment,2,Unfurnished,Bachelors/Family,1400 sqft,"18,000",AsifNagar
787,787,2BHKApartment,2,Semi-Furnished,Family,1314 sqft,"30,000","Narsingi,OuterRingRoad"
788,788,3BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"20,000",
789,789,2BHKApartment,1,Unfurnished,Family,1050 sqft,"6,000",Sangareddy
790,790,3BHKServiceApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"20,000",Miyapurgroundfloor
791,791,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1225 sqft,"15,000",FortViewColony
792,792,3BHKApartment,3,Semi-Furnished,Bachelors/Family,1860 sqft,"45,000","FinancialDistrict,NanakramGuda"
793,793,2BHKApartment,2,Semi-Furnished,Bachelors,1000 sqft,"9,000","SriSaiVarshithResidency,Beeramguda,RamachandraPuram,NH"
794,794,2BHKApartment,3,Semi-Furnished,Bachelors/Family,1150 sqft,"19,500",Hyderabad
795,795,3BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"5,000","Quthbullapur,NH"
796,796,2BHKApartment,1,Unfurnished,Bachelors/Family,1000 sqft,"9,000","Poojithaenclave,Bachupally"
797,797,3BHKApartment,2,Unfurnished,Bachelors/Family,1520 sqft,"25,000","Hafeezpet,NH"
798,798,10BHKServiceApartment,2,Unfurnished,Bachelors/Family,900 sqft,"10,000",Kothapet
799,799,2BHKApartment,1,Unfurnished,Bachelors/Family,820 sqft,"10,000",PadmanagarPhase
800,800,3BHKApartment,2,Furnished,Bachelors/Family,1500 sqft,"25,000",Attapur
801,801,3BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1550 sqft,"13,000",Sainikpuri
802,802,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1685 sqft,"37,500","Gachibowli,OuterRingRoad"
803,803,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,800 sqft,"20,000",BanjaraHillsRoadNo
804,804,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"20,000",Sahibabad
805,805,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1700 sqft,"18,000","MadinaColony,Falaknuma"
806,806,2BHKApartment,1,Furnished,Bachelors/Family,1314 sqft,"29,000","MyHomeAvatar,Puppalaguda,Narsingi,Gachibowli"
807,807,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1800 sqft,"20,000",TollyChowki
808,808,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,950 sqft,"16,000",HimayatNagar
809,809,2BHKBuilderFloor,2,Unfurnished,Family,1200 sqft,"13,500",MehdipatanmPadmanabhaNagar
810,810,2BHKApartment,2,Unfurnished,Bachelors/Family,1000 sqft,"11,000","MoulaAli,MoulaAliRoad"
811,811,2BHKApartment,2,Unfurnished,Bachelors/Family,1000 sqft,"12,000","RajendraNagar,OuterRingRoad"
812,812,3BHKBuilderFloor,2,Furnished,Bachelors/Family,1400 sqft,"17,500",Bandlaguda
813,813,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1080 sqft,"13,000",BandamKommu
814,814,3BHKApartment,2,Semi-Furnished,Bachelors,1477 sqft,"35,000",Kondapur
815,815,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1800 sqft,"10,000","Beeramguda,RamachandraPuram,NH"
816,816,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1312 sqft,"30,000","Narsingi,OuterRingRoad"
817,817,3BHKApartment,1,Furnished,Bachelors/Family,1620 sqft,"22,000","DeepthisriNagar,NH"
818,818,2BHKApartment,1,Unfurnished,Bachelors/Family,975 sqft,"16,000",TollyChowki
819,819,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1200 sqft,"15,000",Nallakunta
820,820,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1520 sqft,"10,000","SaiHomes,Peerzadiguda"
821,821,2BHKBuilderFloor,1,Furnished,Bachelors/Family,950 sqft,"18,500","Chintal,NH"
822,822,3BHKApartment,2,Unfurnished,Bachelors/Family,1400 sqft,"15,000","DefenceColony,Secunderabad"
823,823,2BHKBuilderFloor,3,Semi-Furnished,Bachelors/Family,1400 sqft,"22,000",VinayakNagar
824,824,2BHKApartment,3,Furnished,Bachelors/Family,870 sqft,"15,000","MoulaAli,MoulaAliRoad"
825,825,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1450 sqft,"17,000",FriendsColony
826,826,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"14,000",ToliChowki
827,827,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,800 sqft,"8,500",Meerpet
828,828,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1870 sqft,"40,000","Gachibowli,OuterRingRoad"
829,829,2BHKApartment,2,Furnished,Bachelors/Family,900 sqft,"30,000","MythriNagar,Hafeezpet,NH"
830,830,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1145 sqft,"13,000","Secunderabad,RashtrapatiROAd"
831,831,3BHKApartment,3,Furnished,Bachelors/Family,1950 sqft,"50,000","BanjaraHills,NH"
832,832,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"25,000","Khairatabad,NH"
833,833,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1568 sqft,"25,000",Appajunction
834,834,3BHKApartment,2,Furnished,Bachelors/Family,1800 sqft,"35,000","Khairatabad,NH"
835,835,2BHKApartment,2,Unfurnished,Bachelors/Family,1000 sqft,"6,500",Karimnagar
836,836,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,500 sqft,"8,000",rtccrossroad
837,837,1BHKApartment,2,Furnished,Bachelors/Family,1477 sqft,"18,000",Gopanapalli
838,838,2BHKBuilderFloor,2,Semi-Furnished,Family,1045 sqft,"20,000",MIGHColony-Mehdipatnam
839,839,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"8,700",Santosh
840,840,2BHKApartment,2,Unfurnished,Bachelors/Family,1350 sqft,"15,000",Attapur
841,841,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2560 sqft,"38,000",Kompally
842,842,4BHKBuilderFloor,1,Unfurnished,Bachelors,3000 sqft,"40,000",
843,843,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1800 sqft,"40,000","BanjaraHills,NH"
844,844,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,2200 sqft,"30,000","Manikonda,OuterRingRoad"
845,845,3BHKApartment,2,Furnished,Bachelors/Family,1800 sqft,"37,000","Gachibowli,OuterRingRoad"
846,846,2BHKApartment,2,Unfurnished,Bachelors,1350 sqft,"15,000","LBNagar,NH"
847,847,4BHKApartment,2,Unfurnished,Bachelors/Family,2400 sqft,"38,000","Ameerpet,NH"
848,848,1BHKPenthouse,2,Semi-Furnished,Bachelors/Family,1477 sqft,"7,500","Uppal,NH"
849,849,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1200 sqft,"12,000","Uppal,NH"
850,850,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1370 sqft,"23,000","Kokapet,OuterRingRoad"
851,851,3BHKApartment,2,Semi-Furnished,Bachelors,1477 sqft,"20,000",Manikonda
852,852,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"18,000","AlkapurTownship,Manikonda,OuterRingRoad"
853,853,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"10,000",NalandaNagar
854,854,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1400 sqft,"16,000",NewNallakunta
855,855,3BHKApartment,2,Furnished,Family,1280 sqft,"35,000","CMCEnclave,Kondapur"
856,856,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1200 sqft,"24,000",Kondapur
857,857,2BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"14,500","AarambhTownship,Chandanagar,NH"
858,858,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"9,000","Punjagutta,NH"
859,859,2BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"13,000",Nizampet
860,860,1BHKBuilderFloor,1,Unfurnished,Bachelors/Family,1477 sqft,"7,000",Vidyanagar
861,861,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1750 sqft,"17,000","Madinaguda,Hafeezpet,NH"
862,862,2BHKApartment,1,Semi-Furnished,Family,1000 sqft,"18,000","VenkataRamanaColony,Nagole"
863,863,3BHKApartment,2,Unfurnished,Bachelors,1980 sqft,"32,000",Kondapur
864,864,1BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"7,000","Ameerpet,NH"
865,865,2BHKApartment,3,Semi-Furnished,Bachelors/Family,900 sqft,"16,500",Begumpet
866,866,1BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1477 sqft,"6,500",Bachupally
867,867,1BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"7,500","Beeramguda,RamachandraPuram,NH"
868,868,2BHKApartment,2,Unfurnished,Bachelors/Family,1008 sqft,"10,000","Upparpally,HyderabadExpressway"
869,869,2BHKApartment,1,Furnished,Family,1200 sqft,"26,000","SrinijaGayatriHills,Gachibowli,OuterRingRoad"
870,870,3BHKApartment,1,Semi-Furnished,Bachelors,1350 sqft,"15,000",Nizampet
871,871,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1000 sqft,"11,000","TheLegendVittalwadi,Narayanguda"
872,872,2BHKBuilderFloor,2,Furnished,Bachelors/Family,1200 sqft,"30,000","PJanardhanReddyNagar,Gachibowli,OuterRingRoad"
873,873,2BHKApartment,3,Unfurnished,Bachelors,1477 sqft,"8,500",Meerpet
874,874,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1710 sqft,"30,000","SaptagiriColony,Kukatpally,NH"
875,875,2BHKBuilderFloor,1,Unfurnished,Bachelors,1000 sqft,"11,000","LBNagar,NH"
876,876,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,"23,000","Kukatpally,NH"
877,877,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1314 sqft,"30,000","MyHomeAvatar,Narsingi,OuterRingRoad"
878,878,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1050 sqft,"15,000",MasabTank
879,879,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1200 sqft,"18,000",Nizampet
880,880,2BHKApartment,1,Unfurnished,Bachelors,1200 sqft,"12,000","RajivGandhiNagarColony,Nizampet"
881,881,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1050 sqft,"14,000","GandhiNagar,Kavadiguda,NH"
882,882,1BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"6,000",Lalaguda
883,883,2BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"22,000","Yousufguda,NH"
884,884,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1680 sqft,"21,000","Narsingi,OuterRingRoad"
885,885,2BHKPenthouse,1,Unfurnished,Bachelors/Family,1477 sqft,"8,000",Hyderabad
886,886,2BHKApartment,3,Semi-Furnished,Family,2000 sqft,"15,000","LBNagar,NH"
887,887,3BHKBuilderFloor,2,Furnished,Bachelors/Family,1900 sqft,"25,000","Punjagutta,NH"
888,888,2BHKApartment,2,Unfurnished,Bachelors/Family,1000 sqft,"10,000",SyedNagar
889,889,2BHKApartment,3,Unfurnished,Bachelors/Family,1300 sqft,"15,000",Hyderaguda-Attapur
890,890,2BHKApartment,2,Unfurnished,Bachelors/Family,1160 sqft,"12,000",Gajularamara
891,891,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1500 sqft,"26,000",SriNagarColony
892,892,2BHKApartment,2,Unfurnished,Bachelors,1250 sqft,"7,000",Ramakrishnapuram-Neredmet
893,893,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1250 sqft,"22,000","SrinijaGayatriHills,Gachibowli,OuterRingRoad"
894,894,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1160 sqft,"12,000","DilsukhNagar,NH"
895,895,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1100 sqft,"9,000",Alwal
896,896,2BHKApartment,2,Semi-Furnished,Family,960 sqft,"9,000","SriVasaviSivaNagarColony,Secunderabad"
897,897,2BHKApartment,1,Unfurnished,Bachelors/Family,900 sqft,"5,000",MaruthiNagar
898,898,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1650 sqft,"19,500",Attapur
899,899,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2000 sqft,"15,000",ECIL
900,900,2BHKApartment,1,Semi-Furnished,Family,1400 sqft,"25,000","Manikonda,OuterRingRoad"
901,901,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1400 sqft,"20,000","Kukatpally,NH"
902,902,2BHKApartment,1,Semi-Furnished,Bachelors/Family,890 sqft,"8,500",ChandaNagar
903,903,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1525 sqft,"7,500",Gajularamaram
904,904,3BHKApartment,2,Furnished,Bachelors/Family,2894 sqft,"50,000","PJanardhanReddyNagar,Gachibowli,OuterRingRoad"
905,905,2BHKApartment,1,Furnished,Bachelors/Family,1314 sqft,"34,000",NanakramGuda
906,906,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1141 sqft,"23,000",Kondapur
907,907,2BHKBuilderFloor,1,Unfurnished,Bachelors/Family,850 sqft,"8,500","MuradNagar,LalDarwaza,FalaknumaRoad"
908,908,2BHKApartment,2,Unfurnished,Bachelors,1477 sqft,"15,000",Attapur
909,909,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1050 sqft,"12,000",TejaColony
910,910,1BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"8,000",BhagyaNagarColony
911,911,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1477 sqft,"15,000",PragathiNagar
912,912,3BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"21,000","Kukatpally,NH"
913,913,2BHKApartment,2,Semi-Furnished,Family,1400 sqft,"19,000",SuchitraCircle
914,914,2BHKApartment,2,Semi-Furnished,Family,1115 sqft,"15,000",Hyderabad
915,915,1BHKApartment,2,Unfurnished,Bachelors/Family,1477 sqft,"22,000","QaderAliApartment,Malakpet,NH"
916,916,1BHKBuilderFloor,2,Semi-Furnished,Bachelors,1477 sqft,"15,000",SriRamnagar-BlockC
917,917,2BHKApartment,1,Semi-Furnished,Bachelors/Family,1477 sqft,"20,000","MadhuraNagar,NH"
918,918,3BHKApartment,2,Semi-Furnished,Bachelors,1600 sqft,"27,000","AparnaCyberZon,Nallagandla,Serilingampally"
919,919,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2500 sqft,"38,000",Hyderguda
920,920,3BHKApartment,1,Semi-Furnished,Bachelors,1477 sqft,"30,000",RainbowVistasRockGardens
921,921,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"35,000","PatrikaNagar,HitechCity"
922,922,2BHKApartment,2,Semi-Furnished,Bachelors/Family,1150 sqft,"13,500","AkshayHomes,Nagole"
923,923,2BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1120 sqft,"15,000","Moosarambagh,NH"
924,924,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1458 sqft,"10,000","Hayathnagar,NH"
925,925,2BHKApartment,2,Unfurnished,Bachelors,1230 sqft,"15,000","GiridhariMurari,Appajunction"
926,926,1BHKApartment,1,Unfurnished,Bachelors,1477 sqft,"9,500",Bachupally
927,927,2BHKApartment,2,Unfurnished,Bachelors,1080 sqft,"12,000",DrA.S.RaoNagar
928,928,3BHKApartment,3,Semi-Furnished,Bachelors/Family,3000 sqft,"49,000","MountMeru,BanjaraHills,NH"
929,929,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,980 sqft,"14,000","DurgabaiDeshmukhColony,Amberpet"
930,930,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1350 sqft,"20,000",Shaikpet
931,931,3BHKApartment,1,Semi-Furnished,Family,1436 sqft,"23,000","ShantaSriramSonata,NewNallakunta"
932,932,3BHKApartment,2,Semi-Furnished,Bachelors,1510 sqft,"15,000","ARKHomes,Bolarum,MedchalRoad"
933,933,3BHKBuilderFloor,2,Semi-Furnished,Family,1800 sqft,"23,000","HyderNagar,NH"
934,934,3BHKApartment,2,Semi-Furnished,Family,2400 sqft,"22,000",OsmanNagar
935,935,3BHKApartment,3,Unfurnished,Bachelors,2000 sqft,"40,000",Begumpet
936,936,3BHKApartment,3,Semi-Furnished,Bachelors/Family,1440 sqft,"22,000","OldMalakpet,NH"
937,937,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1340 sqft,"16,500",Aminpur
938,938,3BHKApartment,2,Semi-Furnished,Bachelors/Family,950 sqft,"15,000","GulshanColony,QutubShahiTombs"
939,939,3BHKApartment,2,Semi-Furnished,Family,2600 sqft,"35,000","Stonehenge,Appajunction"
940,940,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"12,500",Toli
941,941,3BHKApartment,1,Semi-Furnished,Bachelors/Family,1900 sqft,"20,000","GulshanColony,QutubShahiTombs"
942,942,1BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1477 sqft,"10,500","Hafeezpet,NH"
943,943,2BHKApartment,2,Unfurnished,Bachelors/Family,1050 sqft,"16,000",Attapur
944,944,2BHKBuilderFloor,2,Unfurnished,Bachelors,850 sqft,"7,500",Nagaram
945,945,3BHKApartment,2,Semi-Furnished,Bachelors/Family,2700 sqft,"48,000","LancoHills,Manikonda,OuterRingRoad"
946,946,2BHKApartment,1,Unfurnished,Bachelors,850 sqft,"11,000",hydernagar
947,947,3BHKApartment,3,Semi-Furnished,Bachelors/Family,1900 sqft,"20,000",Nizampet
948,948,3BHKApartment,2,Unfurnished,Bachelors,1200 sqft,"15,000",NewNallakunta
949,949,3BHKApartment,2,Semi-Furnished,Bachelors,1500 sqft,"14,000","JanapriyaArcadia,Alwal"
950,950,2BHKApartment,1,Unfurnished,Bachelors/Family,750 sqft,"12,000","Bachupally,OuterRingRoad"
951,951,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1215 sqft,"15,000",Aminpur
952,952,2BHKApartment,2,Unfurnished,Family,1245 sqft,"15,000","NSKBlissMeadows,Madinaguda,Hafeezpet,NH"
953,953,4BHKApartment,2,Semi-Furnished,Bachelors/Family,2311 sqft,"45,000","JainsCarltonCreek,Gachibowli,OuterRingRoad"
954,954,3BHKApartment,1,Unfurnished,Bachelors,2240 sqft,"23,000","Tellapur,OuterRingRoad"
955,955,2BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1350 sqft,"14,000",Nizampet
956,956,3BHKApartment,2,Furnished,Bachelors/Family,1550 sqft,"40,000",Narayanguda
957,957,2BHKApartment,2,Furnished,Bachelors,1300 sqft,"25,000",MotiNagar
958,958,3BHKApartment,3,Semi-Furnished,Bachelors/Family,2160 sqft,"36,000","SanathNagar,NH"
959,959,3BHKBuilderFloor,2,Unfurnished,Family,1630 sqft,"16,000","SVBrindavanam,Boduppal,NH"
960,960,1BHKApartment,1,Unfurnished,Bachelors/Family,1477 sqft,"12,000","Ameerpet,NH"
961,961,2BHKApartment,2,Unfurnished,Bachelors/Family,780 sqft,"12,500",Kothapet
962,962,2BHKApartment,2,Unfurnished,Bachelors/Family,1500 sqft,"10,000",DrA.S.RaoNagar
963,963,3BHKBuilderFloor,2,Unfurnished,Bachelors/Family,1650 sqft,"15,000","Miyapur,NH"
964,964,3BHKApartment,2,Semi-Furnished,Bachelors,1625 sqft,"20,500","MayflowerHeights,Mallapur"
965,965,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1414 sqft,"25,000","RDBCoconutGrove,Miyapur,NH"
966,966,2BHKApartment,3,Semi-Furnished,Bachelors,1200 sqft,"14,500",SuchitraCircle
967,967,2BHKApartment,1,Unfurnished,Bachelors,1000 sqft,"15,000","LangarHouseSouth,HyderabadExpressway"
968,968,3BHKApartment,2,Unfurnished,Family,1335 sqft,"32,000",HitechCity
969,969,1BHKApartment,1,Furnished,Bachelors/Family,1477 sqft,"20,000",ChitrapuriColony
970,970,2BHKApartment,2,Furnished,Bachelors/Family,1200 sqft,"32,000","SKWonders,Kondapur"
971,971,2BHKApartment,2,Semi-Furnished,Bachelors/Family,2200 sqft,"13,000",ToliChowki
972,972,3BHKApartment,1,Unfurnished,Bachelors,1850 sqft,"20,000",Nizampet
973,973,2BHKApartment,2,Semi-Furnished,Bachelors,1000 sqft,"9,500",Vayupuri
974,974,3BHKApartment,2,Semi-Furnished,Bachelors,1650 sqft,"35,000","TheLegend,HimayathNagar,NH"
975,975,2BHKApartment,1,Unfurnished,Bachelors,1000 sqft,"9,000","Saket,Secunderabad"
976,976,3BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1800 sqft,"16,000","OldMalakpet,NH"
977,977,3BHKApartment,2,Semi-Furnished,Bachelors,1735 sqft,"30,000","KeesaraHomes,Domalguda,HimayathNagar,NH"
978,978,3BHKApartment,2,Semi-Furnished,Bachelors,1500 sqft,"16,000","Neknampur,Manikonda,OuterRingRoad"
979,979,2BHKApartment,1,Furnished,Bachelors,1048 sqft,"44,000","GolfEdge,GachibowliCUC,OuterRingRoad"
980,980,3BHKApartment,2,Semi-Furnished,Family,2187 sqft,"50,000","JainsRaviGayathriHeights,HitechCity"
981,981,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1600 sqft,"22,000","Miyapur,NH"
982,982,2BHKBuilderFloor,1,Semi-Furnished,Bachelors,1000 sqft,"14,000",Attapur
983,983,2BHKBuilderFloor,2,Unfurnished,Bachelors,1477 sqft,"15,000",ToliChowki
984,984,1BHKPenthouse,1,Unfurnished,Bachelors/Family,1477 sqft,"6,000","Ramanthapur,NH"
985,985,3BHKApartment,2,Semi-Furnished,Bachelors,1698 sqft,"15,000","Upparpally,HyderabadExpressway"
986,986,3BHKApartment,2,Semi-Furnished,Bachelors/Family,1800 sqft,"33,000","AshokNagar,HimayathNagar"
987,987,2BHKApartment,1,Semi-Furnished,Family,1250 sqft,"12,000","VenkataSaiEnclave,Nizampet"
988,988,1BHKBuilderFloor,2,Semi-Furnished,Bachelors/Family,1477 sqft,"12,000",Langar
989,989,4BHKApartment,3,Semi-Furnished,Bachelors,3000 sqft,"40,000","Kokapet,OuterRingRoad"
990,990,2BHKApartment,1,Unfurnished,Bachelors,1000 sqft,"12,000",OldBowenpally
991,991,2BHKApartment,1,Unfurnished,Bachelors,1000 sqft,"16,000",JawaharNagar-Chikkadpally
992,992,2BHKBuilderFloor,1,Semi-Furnished,Bachelors/Family,1050 sqft,"18,000","KalyanNagar,NewMalakpet,NH"
993,993,2BHKApartment,1,Semi-Furnished,Bachelors,1000 sqft,"11,000","HyderShahKote,ChevellaRoad"
994,994,2BHKApartment,1,Semi-Furnished,Bachelors,1350 sqft,"12,000","SunCity,Bandlaguda,ChevellaRoad"
